Cell Line,CLO_ID,exact_curie,exact_label,exact_score,exact_match_type,biosyn_curie,biosyn_label,biosyn_score,biosyn_match_type,rag_curie,rag_label,rag_score,rag_match_type
Jurkat_low,CLO_0007043,CLO:0007043,JURKAT cell,1.0,prefix_truncated,CLO:0007043,JURKAT cell,1.0,prefix_truncated,CLO:0007043,JURKAT cell,1.0,prefix_truncated
Jurkat_T-cells,CLO_0007043,CLO:0007043,JURKAT cell,1.0,prefix_truncated,CLO:0007043,JURKAT cell,1.0,prefix_truncated,CLO:0007043,JURKAT cell,1.0,prefix_truncated
Jurkat_WT,CLO_0007043,CLO:0007043,JURKAT cell,1.0,prefix_truncated,CLO:0007043,JURKAT cell,1.0,prefix_truncated,CLO:0007043,JURKAT cell,1.0,prefix_truncated
JURL-MK1_chronic_myelogenous_leukemia,CLO_0009838,CLO:0009838,JURL-MK1 cell,1.0,prefix_truncated,CLO:0009838,JURL-MK1 cell,1.0,prefix_truncated,CLO:0009838,JURL-MK1 cell,1.0,prefix_truncated
K562,CLO_0007059,,,0.0,NIL,CLO:0007060,K562 cl.6 cell,0.8894,dense_nn,CLO:0007060,K562 cl.6 cell,0.8894,rag_selected
k562,CLO_0007059,,,0.0,NIL,CLO:0007060,K562 cl.6 cell,0.8894,dense_nn,CLO:0007060,K562 cl.6 cell,0.8894,rag_selected
K-562,CLO_0007059,CLO:0007059,K-562 cell,1.0,exact_pref,CLO:0007059,K-562 cell,1.0,exact_pref,CLO:0007059,K-562 cell,1.0,exact_pref
K562 ENCODE,CLO_0007059,,,0.0,NIL,CLO:0007060,K562 cl.6 cell,0.7777,dense_nn,CLO:0007060,K562 cl.6 cell,0.7777,rag_selected
K562 leukaemia,CLO_0007059,,,0.0,NIL,CLO:0007060,K562 cl.6 cell,0.8488,dense_nn,CLO:0007060,K562 cl.6 cell,0.8488,rag_selected
K562 Leukemia Cells,CLO_0007059,,,0.0,NIL,CLO:0007060,K562 cl.6 cell,0.9098,dense_nn,CLO:0007060,K562 cl.6 cell,0.9098,rag_selected
K562 WT,CLO_0007059,,,0.0,NIL,CLO:0007060,K562 cl.6 cell,0.7561,dense_nn,CLO:0007060,K562 cl.6 cell,0.7561,rag_selected
K562_??Np63?? expressing,CLO_0007059,,,0.0,NIL,CLO:0007060,K562 cl.6 cell,0.6666,dense_nn,CLO:0007060,K562 cl.6 cell,0.6666,rag_selected
K562_1_high,CLO_0007059,,,0.0,NIL,CLO:0007060,K562 cl.6 cell,0.5818,dense_nn,CLO:0007060,K562 cl.6 cell,0.5818,rag_selected
K562_1_low,CLO_0007059,,,0.0,NIL,CLO:0007352,LM TK negative cell,0.5991,dense_nn,CLO:0007060,K562 cl.6 cell,0.5631,rag_selected
K562_2_high,CLO_0007059,,,0.0,NIL,CLO:0007060,K562 cl.6 cell,0.6172,dense_nn,CLO:0007060,K562 cl.6 cell,0.6172,rag_selected
K562_Control,CLO_0007059,,,0.0,NIL,CLO:0007060,K562 cl.6 cell,0.8682,dense_nn,CLO:0007060,K562 cl.6 cell,0.8682,rag_selected
K562_Control_1,CLO_0007059,,,0.0,NIL,CLO:0007060,K562 cl.6 cell,0.7223,dense_nn,CLO:0007060,K562 cl.6 cell,0.7223,rag_selected
K562_DMSO_noIFNG,CLO_0007059,,,0.0,NIL,CLO:0007060,K562 cl.6 cell,0.8078,dense_nn,CLO:0007060,K562 cl.6 cell,0.8078,rag_selected
K562_EPZ,CLO_0007059,,,0.0,NIL,CLO:0007060,K562 cl.6 cell,0.8865,dense_nn,CLO:0007060,K562 cl.6 cell,0.8865,rag_selected
K562_Leukemia,CLO_0007059,,,0.0,NIL,CLO:0007060,K562 cl.6 cell,0.8782,dense_nn,CLO:0007060,K562 cl.6 cell,0.8782,rag_selected
K562_myelogenous_leukemia,CLO_0007059,,,0.0,NIL,CLO:0007060,K562 cl.6 cell,0.8626,dense_nn,CLO:0007060,K562 cl.6 cell,0.8626,rag_selected
K562_myelogenous_leukemia_DOX,CLO_0007059,,,0.0,NIL,CLO:0009840,K562/ADM cell,0.7497,dense_nn,CLO:0007060,K562 cl.6 cell,0.6708,rag_selected
K562_myelogenous_leukemia_NABUT,CLO_0007059,,,0.0,NIL,CLO:0009840,K562/ADM cell,0.8027,dense_nn,CLO:0007060,K562 cl.6 cell,0.7943,rag_selected
K562_myelogenous_leukemia_SAHA,CLO_0007059,,,0.0,NIL,CLO:0007060,K562 cl.6 cell,0.7134,dense_nn,CLO:0007060,K562 cl.6 cell,0.7134,rag_selected
K562_MYO1D Non-hub KO,CLO_0007059,,,0.0,NIL,CLO:0007060,K562 cl.6 cell,0.7995,dense_nn,CLO:0007060,K562 cl.6 cell,0.7995,rag_selected
K562_MYO1D_Hub_KO,CLO_0007059,,,0.0,NIL,CLO:0007060,K562 cl.6 cell,0.7748,dense_nn,CLO:0007060,K562 cl.6 cell,0.7748,rag_selected
K562_native,CLO_0007059,,,0.0,NIL,CLO:0007060,K562 cl.6 cell,0.8701,dense_nn,CLO:0007060,K562 cl.6 cell,0.8701,rag_selected
K562_Triptolide_0h,CLO_0007059,,,0.0,NIL,CLO:0007060,K562 cl.6 cell,0.7585,dense_nn,CLO:0007060,K562 cl.6 cell,0.7585,rag_selected
K562_Triptolide_1h,CLO_0007059,,,0.0,NIL,CLO:0007060,K562 cl.6 cell,0.676,dense_nn,CLO:0007060,K562 cl.6 cell,0.676,rag_selected
K562_Triptolide_4h,CLO_0007059,,,0.0,NIL,CLO:0007060,K562 cl.6 cell,0.6531,dense_nn,CLO:0007060,K562 cl.6 cell,0.6531,rag_selected
KARPAS_422,CLO_0007065,,,0.0,NIL,CLO:0007066,KARPAS-422 cell,0.7009,dense_nn,CLO:0007066,KARPAS-422 cell,0.7009,rag_selected
Karpas-299,CLO_0007065,CLO:0007065,KARPAS-299 cell,1.0,exact_pref,CLO:0007065,KARPAS-299 cell,1.0,exact_pref,CLO:0007065,KARPAS-299 cell,1.0,exact_pref
Karpas-299_ALK+,CLO_0007065,CLO:0007065,KARPAS-299 cell,1.0,prefix_truncated,CLO:0007065,KARPAS-299 cell,1.0,prefix_truncated,CLO:0007065,KARPAS-299 cell,1.0,prefix_truncated
KARPAS422,CLO_0007066,CLO:0007066,KARPAS-422 cell,0.9474,fuzzy,CLO:0007066,KARPAS-422 cell,0.6851,dense_nn,CLO:0007066,KARPAS-422 cell,0.6851,rag_selected
Karpas-422,CLO_0007066,CLO:0007066,KARPAS-422 cell,1.0,exact_pref,CLO:0007066,KARPAS-422 cell,1.0,exact_pref,CLO:0007066,KARPAS-422 cell,1.0,exact_pref
KARPAS-422,CLO_0007066,CLO:0007066,KARPAS-422 cell,1.0,exact_pref,CLO:0007066,KARPAS-422 cell,1.0,exact_pref,CLO:0007066,KARPAS-422 cell,1.0,exact_pref
KARPAS-422_diffuse_large_B-cell_lymphoma,CLO_0007066,CLO:0007066,KARPAS-422 cell,1.0,prefix_truncated,CLO:0007066,KARPAS-422 cell,1.0,prefix_truncated,CLO:0007066,KARPAS-422 cell,1.0,prefix_truncated
KARPAS-422_DMSO_8d,CLO_0007066,CLO:0007066,KARPAS-422 cell,1.0,prefix_truncated,CLO:0007066,KARPAS-422 cell,1.0,prefix_truncated,CLO:0007066,KARPAS-422 cell,1.0,prefix_truncated
Karpas-45,CLO_0007067,CLO:0007067,KARPAS-45 cell,1.0,exact_pref,CLO:0007067,KARPAS-45 cell,1.0,exact_pref,CLO:0007067,KARPAS-45 cell,1.0,exact_pref
KARPAS-45,CLO_0007067,CLO:0007067,KARPAS-45 cell,1.0,exact_pref,CLO:0007067,KARPAS-45 cell,1.0,exact_pref,CLO:0007067,KARPAS-45 cell,1.0,exact_pref
Kasumi-1,CLO_0007069,CLO:0007068,KASUMI-1 cell,1.0,exact_pref,CLO:0007068,KASUMI-1 cell,1.0,exact_pref,CLO:0007068,KASUMI-1 cell,1.0,exact_pref
Kasumi-1_acute_myeloblastic_leukemia,CLO_0007069,CLO:0007068,KASUMI-1 cell,1.0,prefix_truncated,CLO:0007068,KASUMI-1 cell,1.0,prefix_truncated,CLO:0007068,KASUMI-1 cell,1.0,prefix_truncated
Kasumi-1_acute_myeloblastic_leukemia_SICTR,CLO_0007069,CLO:0007068,KASUMI-1 cell,1.0,prefix_truncated,CLO:0007068,KASUMI-1 cell,1.0,prefix_truncated,CLO:0007068,KASUMI-1 cell,1.0,prefix_truncated
Kasumi-1_acute_myeloblastic_leukemia_SIRUNX1ETO,CLO_0007069,CLO:0007068,KASUMI-1 cell,1.0,prefix_truncated,CLO:0007068,KASUMI-1 cell,1.0,prefix_truncated,CLO:0007068,KASUMI-1 cell,1.0,prefix_truncated
Kasumi-3,CLO_0007070,CLO:0007070,Kasumi-3 cell,1.0,exact_pref,CLO:0007070,Kasumi-3 cell,1.0,exact_pref,CLO:0007070,Kasumi-3 cell,1.0,exact_pref
Kasumi-3_adult_acute_myeloid_leukemia_with_minimal_differentiation,CLO_0007070,CLO:0007070,Kasumi-3 cell,1.0,prefix_truncated,CLO:0007070,Kasumi-3 cell,1.0,prefix_truncated,CLO:0007070,Kasumi-3 cell,1.0,prefix_truncated
Kasumi-3_mock-infected,CLO_0007070,CLO:0007070,Kasumi-3 cell,1.0,prefix_truncated,CLO:0007070,Kasumi-3 cell,1.0,prefix_truncated,CLO:0007070,Kasumi-3 cell,1.0,prefix_truncated
Kasumi-6,CLO_0007072,CLO:0007072,Kasumi-6 cell,1.0,exact_pref,CLO:0007072,Kasumi-6 cell,1.0,exact_pref,CLO:0007072,Kasumi-6 cell,1.0,exact_pref
KATO III,CLO_0007073,CLO:0007073,KATO III cell,1.0,exact_pref,CLO:0007073,KATO III cell,1.0,exact_pref,CLO:0007073,KATO III cell,1.0,exact_pref
Kato III,CLO_0007073,CLO:0007073,KATO III cell,1.0,exact_pref,CLO:0007073,KATO III cell,1.0,exact_pref,CLO:0007073,KATO III cell,1.0,exact_pref
KATO3,CLO_0007073,,,0.0,NIL,CLO:0007073,KATO III cell,0.6219,dense_nn,CLO:0007073,KATO III cell,0.6219,rag_selected
KATOIII,CLO_0007073,,,0.0,NIL,CLO:0007073,KATO III cell,0.6522,dense_nn,CLO:0007073,KATO III cell,0.6522,rag_selected
KATO-III,CLO_0007073,,,0.0,NIL,CLO:0007073,KATO III cell,0.7008,dense_nn,CLO:0007073,KATO III cell,0.7008,rag_selected
KATOIII_signet_ring_cell_gastric_adenocarcinoma,CLO_0007073,,,0.0,NIL,CLO:0007073,KATO III cell,0.556,dense_nn,CLO:0007073,KATO III cell,0.556,rag_selected
KB,CLO_0007074,CLO:0007074,KB cell,1.0,exact_pref,CLO:0007074,KB cell,1.0,exact_pref,CLO:0007074,KB cell,1.0,exact_pref
KB_cervical_adenocarcinoma,CLO_0007074,CLO:0007074,KB cell,1.0,prefix_truncated,CLO:0007074,KB cell,1.0,prefix_truncated,CLO:0007074,KB cell,1.0,prefix_truncated
KCL-22,CLO_0009841,CLO:0009841,KCL-22 cell,1.0,exact_pref,CLO:0009841,KCL-22 cell,1.0,exact_pref,CLO:0009841,KCL-22 cell,1.0,exact_pref
KELLY,CLO_0007091,CLO:0007091,KELLY cell,1.0,exact_pref,CLO:0007091,KELLY cell,1.0,exact_pref,CLO:0007091,KELLY cell,1.0,exact_pref
Kelly,CLO_0007091,CLO:0007091,KELLY cell,1.0,exact_pref,CLO:0007091,KELLY cell,1.0,exact_pref,CLO:0007091,KELLY cell,1.0,exact_pref
Kelly cells,CLO_0007091,CLO:0007091,KELLY cell,1.0,prefix_truncated,CLO:0007091,KELLY cell,1.0,prefix_truncated,CLO:0007091,KELLY cell,1.0,prefix_truncated
Kelly DMSO,CLO_0007091,CLO:0007091,KELLY cell,1.0,prefix_truncated,CLO:0007091,KELLY cell,1.0,prefix_truncated,CLO:0007091,KELLY cell,1.0,prefix_truncated
Kelly JQ1 treated TAE resistant,CLO_0007091,CLO:0007091,KELLY cell,1.0,prefix_truncated,CLO:0007091,KELLY cell,1.0,prefix_truncated,CLO:0007091,KELLY cell,1.0,prefix_truncated
Kelly TAE resistant,CLO_0007091,CLO:0007091,KELLY cell,1.0,prefix_truncated,CLO:0007091,KELLY cell,1.0,prefix_truncated,CLO:0007091,KELLY cell,1.0,prefix_truncated
kelly_DMSO_3h,CLO_0007091,CLO:0007091,KELLY cell,1.0,prefix_truncated,CLO:0007091,KELLY cell,1.0,prefix_truncated,CLO:0007091,KELLY cell,1.0,prefix_truncated
Kelly_NaiveJQ1,CLO_0007091,CLO:0007091,KELLY cell,1.0,prefix_truncated,CLO:0007091,KELLY cell,1.0,prefix_truncated,CLO:0007091,KELLY cell,1.0,prefix_truncated
Kelly_neuroblastoma,CLO_0007091,CLO:0007091,KELLY cell,1.0,prefix_truncated,CLO:0007091,KELLY cell,1.0,prefix_truncated,CLO:0007091,KELLY cell,1.0,prefix_truncated
Kelly_ResJQ1,CLO_0007091,CLO:0007091,KELLY cell,1.0,prefix_truncated,CLO:0007091,KELLY cell,1.0,prefix_truncated,CLO:0007091,KELLY cell,1.0,prefix_truncated
Kelly_ResVeh,CLO_0007091,CLO:0007091,KELLY cell,1.0,prefix_truncated,CLO:0007091,KELLY cell,1.0,prefix_truncated,CLO:0007091,KELLY cell,1.0,prefix_truncated
Kelly_shB4_Res,CLO_0007091,CLO:0007091,KELLY cell,1.0,prefix_truncated,CLO:0007091,KELLY cell,1.0,prefix_truncated,CLO:0007091,KELLY cell,1.0,prefix_truncated
Kelly_shLUC_Res,CLO_0007091,CLO:0007091,KELLY cell,1.0,prefix_truncated,CLO:0007091,KELLY cell,1.0,prefix_truncated,CLO:0007091,KELLY cell,1.0,prefix_truncated
KELLY_untreat,CLO_0007091,CLO:0007091,KELLY cell,1.0,prefix_truncated,CLO:0007091,KELLY cell,1.0,prefix_truncated,CLO:0007091,KELLY cell,1.0,prefix_truncated
Kelly_vehicle,CLO_0007091,CLO:0007091,KELLY cell,1.0,prefix_truncated,CLO:0007091,KELLY cell,1.0,prefix_truncated,CLO:0007091,KELLY cell,1.0,prefix_truncated
KESY-150,CLO_0007129,,,0.0,NIL,CLO:0037364,AP-1-bla ME-180,0.5409,dense_nn,CLO:0007129,KYSE-150 cell,0.5318,rag_selected
KG-1,CLO_0007093,CLO:0007093,KG-1 cell,1.0,exact_pref,CLO:0007093,KG-1 cell,1.0,exact_pref,CLO:0007093,KG-1 cell,1.0,exact_pref
KG1_acute_myeloid_leukemia_DMSO,CLO_0007093,,,0.0,NIL,CLO:0001718,AML-193 cell,0.6334,dense_nn,CLO:0007094,KG-1 cell,0.0,rag_graph_selected
KG1_acute_myeloid_leukemia_XX65023,CLO_0007093,,,0.0,NIL,CLO:0001680,AF6-88.5.3 cell,0.6063,dense_nn,CLO:0007094,KG-1 cell,0.0,rag_graph_selected
KGN,CLO_0051454,,,0.0,NIL,CLO:0037218,HL2/3,0.513,dense_nn,CLO:0007094,KG-1 cell,0.4891,rag_selected
KLM-1,CLO_0050104,,,0.0,NIL,CLO:0009850,NKM-1 cell,0.5253,dense_nn,CLO:0009850,NKM-1 cell,0.5253,rag_selected
KLM1 wt,CLO_0050104,,,0.0,NIL,CLO:0007352,LM TK negative cell,0.4402,dense_nn,CLO:0007352,LM TK negative cell,0.4402,rag_selected
KMS12,CLO_0009842,,,0.0,NIL,CLO:0007111,KMC8.8 cell,0.6334,dense_nn,CLO:0009842,KMS-12-BM cell,0.5218,rag_selected
KOPN-8,CLO_0037178,CLO:0037178,KOPN-8 cell,1.0,exact_pref,CLO:0037178,KOPN-8 cell,1.0,exact_pref,CLO:0037178,KOPN-8 cell,1.0,exact_pref
KU812,CLO_0007125,CLO:0007125,KU812 cell,1.0,exact_pref,CLO:0007125,KU812 cell,1.0,exact_pref,CLO:0007125,KU812 cell,1.0,exact_pref
KU-SN,CLO_0050141,,,0.0,NIL,CLO:0007127,KU812F cell,0.605,dense_nn,CLO:0007125,KU812 cell,0.5827,rag_selected
KYM-1,CLO_0037073,CLO:0037073,KYM-1 cell,1.0,exact_pref,CLO:0037073,KYM-1 cell,1.0,exact_pref,CLO:0037073,KYM-1 cell,1.0,exact_pref
KYSE140,CLO_0007128,CLO:0007128,KYSE-140 cell,0.9333,fuzzy,CLO:0007128,KYSE-140 cell,0.7364,dense_nn,CLO:0007128,KYSE-140 cell,0.7364,rag_selected
KYSE140_1,CLO_0007128,,,0.0,NIL,CLO:0007128,KYSE-140 cell,0.7264,dense_nn,CLO:0007128,KYSE-140 cell,0.7264,rag_selected
KYSE150,CLO_0007129,CLO:0007129,KYSE-150 cell,0.9333,fuzzy,CLO:0007129,KYSE-150 cell,0.7329,dense_nn,CLO:0007129,KYSE-150 cell,0.7329,rag_selected
KYSE-150,CLO_0007129,CLO:0007129,KYSE-150 cell,1.0,exact_pref,CLO:0007129,KYSE-150 cell,1.0,exact_pref,CLO:0007129,KYSE-150 cell,1.0,exact_pref
KYSE180,CLO_0007130,CLO:0007130,KYSE-180 cell,0.9333,fuzzy,CLO:0007130,KYSE-180 cell,0.7401,dense_nn,CLO:0007130,KYSE-180 cell,0.7401,rag_selected
KYSE180_1,CLO_0007130,,,0.0,NIL,CLO:0007130,KYSE-180 cell,0.7459,dense_nn,CLO:0007130,KYSE-180 cell,0.7459,rag_selected
KYSE-30,CLO_0007132,CLO:0007132,KYSE-30 cell,1.0,exact_pref,CLO:0007132,KYSE-30 cell,1.0,exact_pref,CLO:0007132,KYSE-30 cell,1.0,exact_pref
KYSE510,CLO_0007135,CLO:0007135,KYSE-510 cell,0.9333,fuzzy,CLO:0007135,KYSE-510 cell,0.701,dense_nn,CLO:0007135,KYSE-510 cell,0.701,rag_selected
KYSE510_1,CLO_0007135,,,0.0,NIL,CLO:0007136,KYSE-520 cell,0.6827,dense_nn,CLO:0007135,KYSE-510 cell,0.677,rag_selected
KYSE70,CLO_0007137,CLO:0007137,KYSE-70 cell,0.9231,fuzzy,CLO:0007137,KYSE-70 cell,0.6268,dense_nn,CLO:0007137,KYSE-70 cell,0.6268,rag_selected
KYSE-70,CLO_0007137,CLO:0007137,KYSE-70 cell,1.0,exact_pref,CLO:0007137,KYSE-70 cell,1.0,exact_pref,CLO:0007137,KYSE-70 cell,1.0,exact_pref
KYSE70_1,CLO_0007137,,,0.0,NIL,CLO:0007137,KYSE-70 cell,0.6756,dense_nn,CLO:0007137,KYSE-70 cell,0.6756,rag_selected
KYSE70_esophageal_squamous_carcinoma,CLO_0007137,,,0.0,NIL,CLO:0007137,KYSE-70 cell,0.7445,dense_nn,CLO:0007137,KYSE-70 cell,0.7445,rag_selected
L1236,CLO_0037179,,,0.0,NIL,CLO:0007153,L1192 cell,0.6112,dense_nn,CLO:0037179,L-1236 cell,0.5786,rag_selected
L1236_Hodgkin_lymphoma,CLO_0037179,,,0.0,NIL,CLO:0001204,236L cell,0.6384,dense_nn,CLO:0037179,L-1236 cell,0.6312,rag_selected
L428_Hodgkin_lymphoma,CLO_0007189,,,0.0,NIL,CLO:0007190,L45 cell,0.6745,dense_nn,CLO:0007189,L-428 cell,0.5941,rag_selected
LAN1,CLO_0007240,,,0.0,NIL,CLO:0007240,LAN-1 cell,0.6264,dense_nn,CLO:0007240,LAN-1 cell,0.6264,rag_selected
LA-N-5,CLO_0007242,,,0.0,NIL,CLO:0007224,LA 3-5 cell,0.5682,dense_nn,CLO:0007224,LA 3-5 cell,0.5682,rag_selected
LAN5_ATRA,CLO_0007242,,,0.0,NIL,CLO:0008728,Ra Lot cell,0.6126,dense_nn,CLO:0007242,LAN-5 cell,0.5603,rag_selected
LAN5_Ethanol,CLO_0007242,,,0.0,NIL,CLO:0007242,LAN-5 cell,0.5911,dense_nn,CLO:0007242,LAN-5 cell,0.5911,rag_selected
LA-N-6,CLO_0037081,,,0.0,NIL,CLO:0007347,LM 6 cell,0.4809,dense_nn,CLO:0007224,LA 3-5 cell,0.4587,rag_selected
large cell lung carcinoma cell line:IA-LM,CLO_0050075,,,0.0,NIL,CLO:0037019,LC-1 sq cell,0.7249,dense_nn,CLO:0037019,LC-1 sq cell,0.7249,rag_selected
large cell lung carcinoma cell line:NCI-H460,CLO_0008089,,,0.0,NIL,CLO:0008089,NCI-H460 cell,0.9175,dense_nn,CLO:0008089,NCI-H460 cell,0.9175,rag_selected
large cell non-keratinizing squamous carcinoma cell line:SKG-II-SF,CLO_0050918,,,0.0,NIL,CLO:0004217,Hs 910.Sk cell,0.6935,dense_nn,CLO:0009931,SKG-IIIb cell,0.6878,rag_selected
LC-1F,CLO_0050026,,,0.0,NIL,CLO:0007282,LCLC-103H cell,0.6032,dense_nn,CLO:0037019,LC-1 sq cell,0.5773,rag_selected
LCLGM10861,CLO_0024094,,,0.0,NIL,CLO:0024094,GM10861 cell,0.6867,dense_nn,CLO:0024094,GM10861 cell,0.6867,rag_selected
leiomyoblastoma cell line:G-402,CLO_0003435,,,0.0,NIL,CLO:0003435,G-402 cell,0.7704,dense_nn,CLO:0003435,G-402 cell,0.7704,rag_selected
leukemia chronic megakaryoblastic cell line:MEG-01,CLO_0007668,,,0.0,NIL,CLO:0007668,MEG-01 cell,0.819,dense_nn,CLO:0007668,MEG-01 cell,0.819,rag_selected
Li-7,CLO_0050854,,,0.0,NIL,CLO:0007315,LI 27 cell,0.6539,dense_nn,CLO:0007315,LI 27 cell,0.6539,rag_selected
liposarcoma cell line:SW 872,CLO_0009201,,,0.0,NIL,CLO:0009201,SW 872 cell,0.8427,dense_nn,CLO:0009201,SW 872 cell,0.8427,rag_selected
LK2,CLO_0050064,,,0.0,NIL,CLO:0007318,LK 35.2 cell,0.6185,dense_nn,CLO:0007319,LK-4 cell,0.6165,rag_selected
LK-2,CLO_0050064,,,0.0,NIL,CLO:0007319,LK-4 cell,0.6643,dense_nn,CLO:0007319,LK-4 cell,0.6643,rag_selected
LMSU,CLO_0050800,,,0.0,NIL,CLO:0000869,immortal liontail macaque skin-derived fibroblast cell line cell,0.5249,dense_nn,CLO:0000869,immortal liontail macaque skin-derived fibroblast cell line cell,0.5249,rag_selected
LN229,CLO_0007363,,,0.0,NIL,CLO:0007363,LN-229 cell,0.6529,dense_nn,CLO:0007363,LN-229 cell,0.6529,rag_selected
LN229_1_mM_glucose,CLO_0007363,,,0.0,NIL,CLO:0004284,HT29 gluc C1 cell,0.578,dense_nn,CLO:0004284,HT29 gluc C1 cell,0.578,rag_abstained
LN229_10_mM_glucose,CLO_0007363,,,0.0,NIL,CLO:0007339,LM 10 cell,0.5395,dense_nn,CLO:0007339,LM 10 cell,0.5395,rag_abstained
LN229_1mM_glucose_5mM_acetate,CLO_0007363,,,0.0,NIL,CLO:0009888,D-502MG cell,0.5649,dense_nn,CLO:0009888,D-502MG cell,0.5649,rag_abstained
LN229_glioblastoma,CLO_0007363,,,0.0,NIL,CLO:0007363,LN-229 cell,0.7278,dense_nn,CLO:0007363,LN-229 cell,0.7278,rag_selected
LNCaP,CLO_0007365,CLO:0007365,LNCAP cell,1.0,exact_pref,CLO:0007365,LNCAP cell,1.0,exact_pref,CLO:0007365,LNCAP cell,1.0,exact_pref
LnCAP,CLO_0007365,CLO:0007365,LNCAP cell,1.0,exact_pref,CLO:0007365,LNCAP cell,1.0,exact_pref,CLO:0007365,LNCAP cell,1.0,exact_pref
LNCAP,CLO_0007365,CLO:0007365,LNCAP cell,1.0,exact_pref,CLO:0007365,LNCAP cell,1.0,exact_pref,CLO:0007365,LNCAP cell,1.0,exact_pref
lncap,CLO_0007365,CLO:0007365,LNCAP cell,1.0,exact_pref,CLO:0007365,LNCAP cell,1.0,exact_pref,CLO:0007365,LNCAP cell,1.0,exact_pref
LNCaP_clone_FGC,CLO_0007365,CLO:0007366,LNCaP clone FGC cell,1.0,exact_pref,CLO:0007366,LNCaP clone FGC cell,1.0,exact_pref,CLO:0007366,LNCaP clone FGC cell,1.0,exact_pref
LNCaP_DHT_DMSO_6h,CLO_0007365,CLO:0007365,LNCAP cell,1.0,prefix_truncated,CLO:0007365,LNCAP cell,1.0,prefix_truncated,CLO:0007365,LNCAP cell,1.0,prefix_truncated
LNCaP_DMSO,CLO_0007365,CLO:0007365,LNCAP cell,1.0,prefix_truncated,CLO:0007365,LNCAP cell,1.0,prefix_truncated,CLO:0007365,LNCAP cell,1.0,prefix_truncated
LNCaP_EtOH_vehicle_4h,CLO_0007365,CLO:0007365,LNCAP cell,1.0,prefix_truncated,CLO:0007365,LNCAP cell,1.0,prefix_truncated,CLO:0007365,LNCAP cell,1.0,prefix_truncated
LNCaP_EtOH_vehicle_4h_MED19_OE,CLO_0007365,CLO:0007365,LNCAP cell,1.0,prefix_truncated,CLO:0007365,LNCAP cell,1.0,prefix_truncated,CLO:0007365,LNCAP cell,1.0,prefix_truncated
LNCAP_FA,CLO_0007365,CLO:0007365,LNCAP cell,1.0,prefix_truncated,CLO:0007365,LNCAP cell,1.0,prefix_truncated,CLO:0007365,LNCAP cell,1.0,prefix_truncated
LNCaP_prostate_carcinoma,CLO_0007365,CLO:0007365,LNCAP cell,1.0,prefix_truncated,CLO:0007365,LNCAP cell,1.0,prefix_truncated,CLO:0007365,LNCAP cell,1.0,prefix_truncated
LNCaP_prostate_carcinoma_1F5,CLO_0007365,CLO:0007365,LNCAP cell,1.0,prefix_truncated,CLO:0007365,LNCAP cell,1.0,prefix_truncated,CLO:0007365,LNCAP cell,1.0,prefix_truncated
LNCaP_prostate_carcinoma_1F5_SIFOXA1,CLO_0007365,CLO:0007365,LNCAP cell,1.0,prefix_truncated,CLO:0007365,LNCAP cell,1.0,prefix_truncated,CLO:0007365,LNCAP cell,1.0,prefix_truncated
LNCaP_prostate_carcinoma_CSFCS,CLO_0007365,CLO:0007365,LNCAP cell,1.0,prefix_truncated,CLO:0007365,LNCAP cell,1.0,prefix_truncated,CLO:0007365,LNCAP cell,1.0,prefix_truncated
LNCaP_prostate_carcinoma_DHT,CLO_0007365,CLO:0007365,LNCAP cell,1.0,prefix_truncated,CLO:0007365,LNCAP cell,1.0,prefix_truncated,CLO:0007365,LNCAP cell,1.0,prefix_truncated
LNCaP_prostate_carcinoma_DHT_TNFA,CLO_0007365,CLO:0007365,LNCAP cell,1.0,prefix_truncated,CLO:0007365,LNCAP cell,1.0,prefix_truncated,CLO:0007365,LNCAP cell,1.0,prefix_truncated
LNCaP_prostate_carcinoma_DHT24H,CLO_0007365,CLO:0007365,LNCAP cell,1.0,prefix_truncated,CLO:0007365,LNCAP cell,1.0,prefix_truncated,CLO:0007365,LNCAP cell,1.0,prefix_truncated
LNCaP_prostate_carcinoma_DHT24H_SHFOXA1,CLO_0007365,CLO:0007365,LNCAP cell,1.0,prefix_truncated,CLO:0007365,LNCAP cell,1.0,prefix_truncated,CLO:0007365,LNCAP cell,1.0,prefix_truncated
LNCaP_prostate_carcinoma_DMSO,CLO_0007365,CLO:0007365,LNCAP cell,1.0,prefix_truncated,CLO:0007365,LNCAP cell,1.0,prefix_truncated,CLO:0007365,LNCAP cell,1.0,prefix_truncated
LNCaP_prostate_carcinoma_ETOH,CLO_0007365,CLO:0007365,LNCAP cell,1.0,prefix_truncated,CLO:0007365,LNCAP cell,1.0,prefix_truncated,CLO:0007365,LNCAP cell,1.0,prefix_truncated
LNCaP_prostate_carcinoma_ETOH_SHCTR,CLO_0007365,CLO:0007365,LNCAP cell,1.0,prefix_truncated,CLO:0007365,LNCAP cell,1.0,prefix_truncated,CLO:0007365,LNCAP cell,1.0,prefix_truncated
LNCaP_prostate_carcinoma_ETOH24H,CLO_0007365,CLO:0007365,LNCAP cell,1.0,prefix_truncated,CLO:0007365,LNCAP cell,1.0,prefix_truncated,CLO:0007365,LNCAP cell,1.0,prefix_truncated
