entity_text,gold_id,ols_exact,ols_top
food,CHEBI:33290,CHEBI:33290,CHEBI:33290
food,CHEBI:33290,CHEBI:33290,CHEBI:33290
dopamine,CHEBI:18243,CHEBI:18243,CHEBI:18243
dopamine,CHEBI:18243,CHEBI:18243,CHEBI:18243
dopamine,CHEBI:18243,CHEBI:18243,CHEBI:18243
dopamine receptor antagonists,CHEBI:48561,,CHEBI:48561
6-OHDA,CHEBI:78741,,CHEBI:78741
Dopamine,CHEBI:18243,CHEBI:18243,CHEBI:139339
dopamine,CHEBI:18243,CHEBI:18243,CHEBI:18243
pharmacological,CHEBI:52217,,CHEBI:52210
pharmacological,CHEBI:52217,,CHEBI:52210
dopamine,CHEBI:18243,CHEBI:18243,CHEBI:18243
dopamine,CHEBI:18243,CHEBI:18243,CHEBI:18243
food,CHEBI:33290,CHEBI:33290,CHEBI:33290
cocaine,CHEBI:27958,CHEBI:27958,CHEBI:27958
dopamine,CHEBI:18243,CHEBI:18243,CHEBI:18243
food,CHEBI:33290,CHEBI:33290,CHEBI:33290
dopamine,CHEBI:18243,CHEBI:18243,CHEBI:18243
dopamine,CHEBI:18243,CHEBI:18243,CHEBI:18243
drugs,CHEBI:23888,,CHEBI:75835
dopamine antagonists,CHEBI:48561,,CHEBI:48561
dopamine,CHEBI:18243,CHEBI:18243,CHEBI:18243
dopamine,CHEBI:18243,CHEBI:18243,CHEBI:18243
sulpiride,CHEBI:32168,CHEBI:32168,CHEBI:32168
dopamine,CHEBI:18243,CHEBI:18243,CHEBI:18243
dopamine,CHEBI:18243,CHEBI:18243,CHEBI:18243
dopamine,CHEBI:18243,CHEBI:18243,CHEBI:18243
dopamine,CHEBI:18243,CHEBI:18243,CHEBI:18243
food,CHEBI:33290,CHEBI:33290,CHEBI:33290
food,CHEBI:33290,CHEBI:33290,CHEBI:33290
food,CHEBI:33290,CHEBI:33290,CHEBI:33290
food,CHEBI:33290,CHEBI:33290,CHEBI:33290
food,CHEBI:33290,CHEBI:33290,CHEBI:33290
food,CHEBI:33290,CHEBI:33290,CHEBI:33290
food,CHEBI:33290,CHEBI:33290,CHEBI:33290
dopamine,CHEBI:18243,CHEBI:18243,CHEBI:18243
food,CHEBI:33290,CHEBI:33290,CHEBI:33290
dopamine,CHEBI:18243,CHEBI:18243,CHEBI:18243
food,CHEBI:33290,CHEBI:33290,CHEBI:33290
food,CHEBI:33290,CHEBI:33290,CHEBI:33290
dopamine,CHEBI:18243,CHEBI:18243,CHEBI:18243
dopamine,CHEBI:18243,CHEBI:18243,CHEBI:18243
dopamine,CHEBI:18243,CHEBI:18243,CHEBI:18243
food,CHEBI:33290,CHEBI:33290,CHEBI:33290
food,CHEBI:33290,CHEBI:33290,CHEBI:33290
6-OHDA,CHEBI:78741,,CHEBI:78741
dopamine,CHEBI:18243,CHEBI:18243,CHEBI:18243
food,CHEBI:33290,CHEBI:33290,CHEBI:33290
dopamine,CHEBI:18243,CHEBI:18243,CHEBI:18243
dopamine,CHEBI:18243,CHEBI:18243,CHEBI:18243
dopamine,CHEBI:18243,CHEBI:18243,CHEBI:18243
dopamine antagonist,CHEBI:48561,,CHEBI:48561
food,CHEBI:33290,CHEBI:33290,CHEBI:33290
drugs,CHEBI:23888,,CHEBI:75835
dopamine,CHEBI:18243,CHEBI:18243,CHEBI:18243
dopamine,CHEBI:18243,CHEBI:18243,CHEBI:18243
food,CHEBI:33290,CHEBI:33290,CHEBI:33290
dopamine,CHEBI:18243,CHEBI:18243,CHEBI:18243
dopamine,CHEBI:18243,CHEBI:18243,CHEBI:18243
food,CHEBI:33290,CHEBI:33290,CHEBI:33290
dopamine,CHEBI:18243,CHEBI:18243,CHEBI:18243
dopamine,CHEBI:18243,CHEBI:18243,CHEBI:18243
dopamine,CHEBI:18243,CHEBI:18243,CHEBI:18243
dopamine,CHEBI:18243,CHEBI:18243,CHEBI:18243
dopaminergic,CHEBI:18243,,CHEBI:48560
dopaminergic,CHEBI:18243,,CHEBI:48560
dopamine,CHEBI:18243,CHEBI:18243,CHEBI:18243
dopamine,CHEBI:18243,CHEBI:18243,CHEBI:18243
dopamine,CHEBI:18243,CHEBI:18243,CHEBI:18243
dopamine,CHEBI:18243,CHEBI:18243,CHEBI:18243
dopamine,CHEBI:18243,CHEBI:18243,CHEBI:18243
dopamine,CHEBI:18243,CHEBI:18243,CHEBI:18243
dopamine,CHEBI:18243,CHEBI:18243,CHEBI:18243
dopamine,CHEBI:18243,CHEBI:18243,CHEBI:18243
food,CHEBI:33290,CHEBI:33290,CHEBI:33290
Dopamine,CHEBI:18243,CHEBI:18243,CHEBI:139339
food,CHEBI:33290,CHEBI:33290,CHEBI:33290
food,CHEBI:33290,CHEBI:33290,CHEBI:33290
food,CHEBI:33290,CHEBI:33290,CHEBI:33290
food,CHEBI:33290,CHEBI:33290,CHEBI:33290
food,CHEBI:33290,CHEBI:33290,CHEBI:33290
food,CHEBI:33290,CHEBI:33290,CHEBI:33290
food,CHEBI:33290,CHEBI:33290,CHEBI:33290
food,CHEBI:33290,CHEBI:33290,CHEBI:33290
mixture,CHEBI:60004,CHEBI:60004,CHEBI:60004
dopamine,CHEBI:18243,CHEBI:18243,CHEBI:18243
dopamine,CHEBI:18243,CHEBI:18243,CHEBI:18243
food,CHEBI:33290,CHEBI:33290,CHEBI:33290
Dopamine,CHEBI:18243,CHEBI:18243,CHEBI:139339
acidic,CHEBI:37527,,CHEBI:194148
acidic,CHEBI:37527,,CHEBI:194148
acidic,CHEBI:37527,,CHEBI:194148
water,CHEBI:15377,CHEBI:15377,CHEBI:15377
histone,CHEBI:15358,CHEBI:15358,CHEBI:15358
histone,CHEBI:15358,CHEBI:15358,CHEBI:15358
histone,CHEBI:15358,CHEBI:15358,CHEBI:15358
retinoid,CHEBI:26537,CHEBI:26537,CHEBI:26537
SDS,CHEBI:8984,,CHEBI:8984
polyaromatic hydrocarbons,CHEBI:33848,,
histone,CHEBI:15358,CHEBI:15358,CHEBI:15358
histone,CHEBI:15358,CHEBI:15358,CHEBI:15358
histone,CHEBI:15358,CHEBI:15358,CHEBI:15358
histone,CHEBI:15358,CHEBI:15358,CHEBI:15358
water,CHEBI:15377,CHEBI:15377,CHEBI:15377
Biopolymer,CHEBI:33694,,CHEBI:33694
IPTG,CHEBI:61448,,CHEBI:61448
Tris,CHEBI:9754,CHEBI:9754,CHEBI:27090
HCl,CHEBI:17883,,CHEBI:74758
NaCl,CHEBI:26710,,CHEBI:132103
glutathione,CHEBI:16856,CHEBI:16856,CHEBI:16856
Tris,CHEBI:9754,CHEBI:9754,CHEBI:27090
HCl,CHEBI:17883,,CHEBI:74758
NaCl,CHEBI:26710,,CHEBI:132103
35S,CHEBI:37983,,CHEBI:165392
Tris,CHEBI:9754,CHEBI:9754,CHEBI:27090
HCl,CHEBI:17883,,CHEBI:74758
NaCl,CHEBI:26710,,CHEBI:132103
Tris,CHEBI:9754,CHEBI:9754,CHEBI:27090
HCl,CHEBI:17883,,CHEBI:74758
NaCl,CHEBI:26710,,CHEBI:132103
Tris,CHEBI:9754,CHEBI:9754,CHEBI:27090
HCl,CHEBI:17883,,CHEBI:74758
glutathione,CHEBI:16856,CHEBI:16856,CHEBI:16856
SDS,CHEBI:8984,,CHEBI:8984
retinoic acid,CHEBI:26536,CHEBI:26536,CHEBI:26536
cofactors,CHEBI:23357,,CHEBI:83233
ethyl-nitrosourea,CHEBI:23995,,CHEBI:23995
ENU,CHEBI:23995,,CHEBI:7763
message,CHEBI:33695,,CHEBI:6783
retinoic acid,CHEBI:26536,CHEBI:26536,CHEBI:26536
DAPI,CHEBI:51231,CHEBI:51231,CHEBI:51231
estrogen,CHEBI:50114,CHEBI:50114,CHEBI:50114
estrogen,CHEBI:50114,CHEBI:50114,CHEBI:50114
cofactor,CHEBI:23357,CHEBI:23357,CHEBI:23357
ENU,CHEBI:23995,,CHEBI:7763
DAPI,CHEBI:51231,CHEBI:51231,CHEBI:51231
ENU,CHEBI:23995,,CHEBI:7763
ethyl-nitrosourea,CHEBI:23995,,CHEBI:23995
ENU,CHEBI:23995,,CHEBI:7763
o-dianisidine,CHEBI:82321,,CHEBI:82321
o-dianisidine,CHEBI:82321,,CHEBI:82321
DAPI,CHEBI:51231,CHEBI:51231,CHEBI:51231
DAPI,CHEBI:51231,CHEBI:51231,CHEBI:51231
DAPI,CHEBI:51231,CHEBI:51231,CHEBI:51231
β-estradiol,CHEBI:16469,,CHEBI:16129
o-dianisidine,CHEBI:82321,,CHEBI:82321
reagents,CHEBI:33893,,CHEBI:67126
antigens,CHEBI:59132,,CHEBI:82973
antigens,CHEBI:59132,,CHEBI:82973
amyloid,CHEBI:60425,,CHEBI:64645
amyloid,CHEBI:60425,,CHEBI:64645
antigens,CHEBI:59132,,CHEBI:82973
amyloid,CHEBI:60425,,CHEBI:64645
solution,CHEBI:75958,CHEBI:75958,CHEBI:75958
periodic acid,CHEBI:29149,CHEBI:29149,CHEBI:29149
reagent,CHEBI:33893,CHEBI:33893,CHEBI:33893
reagents,CHEBI:33893,,CHEBI:67126
MgCl2,CHEBI:6636,,CHEBI:6636
ethidium bromide,CHEBI:4883,CHEBI:4883,CHEBI:4883
agarose,CHEBI:2511,CHEBI:2511,CHEBI:2511
SDS,CHEBI:8984,,CHEBI:8984
amyloid,CHEBI:60425,,CHEBI:64645
K+,CHEBI:29103,,
K+,CHEBI:29103,,
pigmented,CHEBI:26130,,CHEBI:26130
free radical,CHEBI:26519,,CHEBI:229460
K+,CHEBI:29103,,
K+,CHEBI:29103,,
K+,CHEBI:29103,,
Na+,CHEBI:29101,,CHEBI:38503
K+,CHEBI:29103,,
iodide,CHEBI:16382,CHEBI:16382,CHEBI:16382
iodide,CHEBI:16382,CHEBI:16382,CHEBI:16382
perchlorate,CHEBI:49706,CHEBI:49706,CHEBI:49706
anion,CHEBI:22563,CHEBI:22563,CHEBI:22563
Cl-,CHEBI:17996,,CHEBI:38282
I-,CHEBI:16382,,
HCO3 -,CHEBI:17544,,CHEBI:138921
formate,CHEBI:15740,CHEBI:15740,CHEBI:15740
K+,CHEBI:29103,,
K+,CHEBI:29103,,
K+,CHEBI:29103,,
sodium pentobarbital,CHEBI:7984,,CHEBI:7984
Cl-,CHEBI:17996,,CHEBI:38282
Na-gluconate,CHEBI:84997,,CHEBI:74520
solution,CHEBI:75958,CHEBI:75958,CHEBI:75958
sucrose,CHEBI:17992,CHEBI:17992,CHEBI:17992
polyethylene glycol,CHEBI:46793,,CHEBI:46793
Triton-X,CHEBI:9750,,CHEBI:9750
TX,CHEBI:9750,,CHEBI:139044
TX,CHEBI:9750,,CHEBI:139044
TX,CHEBI:9750,,CHEBI:139044
TX,CHEBI:9750,,CHEBI:139044
Alexa 488,CHEBI:52661,,CHEBI:52953
Alexa 594,CHEBI:51248,,CHEBI:51249
Alexa 594,CHEBI:51248,,CHEBI:51249
Alexa 488,CHEBI:52661,,CHEBI:52953
phalloidin,CHEBI:8040,CHEBI:8040,CHEBI:8040
TX,CHEBI:9750,,CHEBI:139044
sodium pentobarbital,CHEBI:7984,,CHEBI:7984
N2,CHEBI:17997,,CHEBI:181550
SYBR green I,CHEBI:51461,CHEBI:51461,CHEBI:51461
K+,CHEBI:29103,,
agarose,CHEBI:2511,CHEBI:2511,CHEBI:2511
molecules,CHEBI:36357,,CHEBI:76741
molecules,CHEBI:36357,,CHEBI:76741
molecules,CHEBI:36357,,CHEBI:76741
molecules,CHEBI:36357,,CHEBI:76741
sodium pentobarbital,CHEBI:7984,,CHEBI:7984
sodium salt,CHEBI:26714,CHEBI:26714,CHEBI:26714
K+,CHEBI:29103,,
K+,CHEBI:29103,,
solutions,CHEBI:75958,,CHEBI:75958
cation,CHEBI:36916,CHEBI:36916,CHEBI:36916
K+,CHEBI:29103,,
Na+,CHEBI:29101,,CHEBI:38503
K+,CHEBI:29103,,
Na+,CHEBI:29101,,CHEBI:38503
K+,CHEBI:29103,,
Na+,CHEBI:29101,,CHEBI:38503
Na+,CHEBI:29101,,CHEBI:38503
Na+,CHEBI:29101,,CHEBI:38503
K+,CHEBI:29103,,
antigenic,CHEBI:59132,,CHEBI:82973
HCO3 -,CHEBI:17544,,CHEBI:138921
HCO3 -,CHEBI:17544,,CHEBI:138921
HCO3 -,CHEBI:17544,,CHEBI:138921
CO2,CHEBI:16526,,CHEBI:141770
CO2,CHEBI:16526,,CHEBI:141770
HCO3 -,CHEBI:17544,,CHEBI:138921
HCO3 -,CHEBI:17544,,CHEBI:138921
HCO3 -,CHEBI:17544,,CHEBI:138921
K+,CHEBI:29103,,
K+,CHEBI:29103,,
K+,CHEBI:29103,,
K+,CHEBI:29103,,
K+,CHEBI:29103,,
K+,CHEBI:29103,,
K+,CHEBI:29103,,
K+,CHEBI:29103,,
K+,CHEBI:29103,,
K+,CHEBI:29103,,
K+,CHEBI:29103,,
molecules,CHEBI:36357,,CHEBI:76741
molecules,CHEBI:36357,,CHEBI:76741
molecules,CHEBI:36357,,CHEBI:76741
K+,CHEBI:29103,,
molecules,CHEBI:36357,,CHEBI:76741
molecules,CHEBI:36357,,CHEBI:76741
pigment,CHEBI:26130,,CHEBI:26130
K+,CHEBI:29103,,
K+,CHEBI:29103,,
K+,CHEBI:29103,,
K+,CHEBI:29103,,
K+,CHEBI:29103,,
K+,CHEBI:29103,,
bumetanide,CHEBI:3213,CHEBI:3213,CHEBI:3213
K+,CHEBI:29103,,
K+,CHEBI:29103,,
K+,CHEBI:29103,,
bumetanide,CHEBI:3213,CHEBI:3213,CHEBI:3213
loop-diuretic,CHEBI:77608,,CHEBI:77608
Na+,CHEBI:29101,,CHEBI:38503
K+,CHEBI:29103,,
Bumetanide,CHEBI:3213,CHEBI:3213,CHEBI:3213
K+,CHEBI:29103,,
Na+,CHEBI:29101,,CHEBI:38503
K+,CHEBI:29103,,
K+,CHEBI:29103,,
K+,CHEBI:29103,,
K+,CHEBI:29103,,
CO2,CHEBI:16526,,CHEBI:141770
HCO3 -,CHEBI:17544,,CHEBI:138921
free radicals,CHEBI:26519,,CHEBI:229460
CO2,CHEBI:16526,,CHEBI:141770
free radicals,CHEBI:26519,,CHEBI:229460
CO2,CHEBI:16526,,CHEBI:141770
HCO3 -,CHEBI:17544,,CHEBI:138921
free radicals,CHEBI:26519,,CHEBI:229460
free radical,CHEBI:26519,,CHEBI:229460
glutathione,CHEBI:16856,CHEBI:16856,CHEBI:16856
melanin,CHEBI:25179,CHEBI:89634,CHEBI:139155
pigment,CHEBI:26130,,CHEBI:26130
HCO3 -,CHEBI:17544,,CHEBI:138921
HCO3 -,CHEBI:17544,,CHEBI:138921
free radical,CHEBI:26519,,CHEBI:229460
glutathione,CHEBI:16856,CHEBI:16856,CHEBI:16856
free radical,CHEBI:26519,,CHEBI:229460
free radical,CHEBI:26519,,CHEBI:229460
free radical,CHEBI:26519,,CHEBI:229460
K+,CHEBI:29103,,
free radicals,CHEBI:26519,,CHEBI:229460
K+,CHEBI:29103,,
glutathione,CHEBI:16856,CHEBI:16856,CHEBI:16856
GSH,CHEBI:16856,,CHEBI:5548
glutathione,CHEBI:16856,CHEBI:16856,CHEBI:16856
K+,CHEBI:29103,,
PPARδ agonist,CHEBI:73730,,
cofactor,CHEBI:23357,CHEBI:23357,CHEBI:23357
long-chain fatty-acid,CHEBI:15904,,CHEBI:140992
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
cytochrome c,CHEBI:18070,CHEBI:18070,CHEBI:18070
cytochrome c,CHEBI:18070,CHEBI:18070,CHEBI:18070
fatty-acid,CHEBI:35366,,CHEBI:83157
cytochrome b,CHEBI:38551,CHEBI:38551,CHEBI:38551
cytochrome c,CHEBI:18070,CHEBI:18070,CHEBI:18070
GW501516,CHEBI:73726,,CHEBI:73726
glycogen,CHEBI:24384,CHEBI:28087,CHEBI:28087
triglyceride,CHEBI:17855,CHEBI:17855,CHEBI:17855
glucose,CHEBI:17234,CHEBI:17234,CHEBI:17234
PPARδ agonist,CHEBI:73730,,
GW501516,CHEBI:73726,,CHEBI:73726
GW501516,CHEBI:73726,,CHEBI:73726
glucose,CHEBI:17234,CHEBI:17234,CHEBI:17234
PPARδ agonist,CHEBI:73730,,
fatty-acid,CHEBI:35366,,CHEBI:83157
Fatty acids,CHEBI:35366,,CHEBI:83157
metabolites,CHEBI:25212,,CHEBI:75772
fatty-acid,CHEBI:35366,,CHEBI:83157
glucose,CHEBI:17234,CHEBI:17234,CHEBI:17234
glucose,CHEBI:17234,CHEBI:17234,CHEBI:17234
glucose,CHEBI:17234,CHEBI:17234,CHEBI:17234
chow,CHEBI:33290,,
chow,CHEBI:33290,,
GW501516,CHEBI:73726,,CHEBI:73726
compound,CHEBI:36357,,CHEBI:139359
dye,CHEBI:37958,CHEBI:37958,CHEBI:37958
agarose,CHEBI:2511,CHEBI:2511,CHEBI:2511
cytochrome c,CHEBI:18070,CHEBI:18070,CHEBI:18070
carnitine,CHEBI:17126,CHEBI:17126,CHEBI:17126
agarose,CHEBI:2511,CHEBI:2511,CHEBI:2511
PPARδ agonist,CHEBI:73730,,
GW501516,CHEBI:73726,,CHEBI:73726
glycogen,CHEBI:24384,CHEBI:28087,CHEBI:28087
triglyceride,CHEBI:17855,CHEBI:17855,CHEBI:17855
Glucose,CHEBI:17234,,CHEBI:176594
glucose,CHEBI:17234,CHEBI:17234,CHEBI:17234
glucose,CHEBI:17234,CHEBI:17234,CHEBI:17234
PPARδ Agonists,CHEBI:73730,,
GW501516,CHEBI:73726,,CHEBI:73726
GW501516,CHEBI:73726,,CHEBI:73726
Glucose,CHEBI:17234,,CHEBI:176594
glucose,CHEBI:17234,CHEBI:17234,CHEBI:17234
glucose,CHEBI:17234,CHEBI:17234,CHEBI:17234
reagents,CHEBI:33893,,CHEBI:67126
phosphatidylserine,CHEBI:18303,,CHEBI:75096
phosphatidylserine,CHEBI:18303,,CHEBI:75096
phosphatidylserine,CHEBI:18303,,CHEBI:75096
pigmented,CHEBI:26130,,CHEBI:26130
lipopolysaccharide,CHEBI:16412,CHEBI:16412,CHEBI:16412
phosphatidylserine,CHEBI:18303,,CHEBI:75096
immunogenic,CHEBI:60816,,CHEBI:60816
anti-inflammatory mediators,CHEBI:67079,,CHEBI:8249
immunosuppressive mediators,CHEBI:35705,,CHEBI:746976
molecules,CHEBI:36357,,CHEBI:76741
molecules,CHEBI:36357,,CHEBI:76741
phospholipid,CHEBI:16247,CHEBI:16247,CHEBI:16247
phosphatidylserine,CHEBI:18303,,CHEBI:75096
PS,CHEBI:18303,,CHEBI:51209
molecules,CHEBI:36357,,CHEBI:76741
PS,CHEBI:18303,,CHEBI:51209
glycoprotein,CHEBI:17089,CHEBI:17089,CHEBI:17089
PS,CHEBI:18303,,CHEBI:51209
molecules,CHEBI:36357,,CHEBI:76741
molecules,CHEBI:36357,,CHEBI:76741
PS,CHEBI:18303,,CHEBI:51209
molecule,CHEBI:36357,CHEBI:25367,CHEBI:25367
PS,CHEBI:18303,,CHEBI:51209
phosphatidylserine,CHEBI:18303,,CHEBI:75096
PS,CHEBI:18303,,CHEBI:51209
PS,CHEBI:18303,,CHEBI:51209
molecule,CHEBI:36357,CHEBI:25367,CHEBI:25367
PS,CHEBI:18303,,CHEBI:51209
anti-inflammatory mediators,CHEBI:67079,,CHEBI:8249
platelet-activating factor,CHEBI:44811,,CHEBI:52450
PAF,CHEBI:44811,,CHEBI:52450
prostaglandin E2,CHEBI:15551,CHEBI:15551,CHEBI:15551
phosphatidylserine,CHEBI:18303,,CHEBI:75096
X-Gal,CHEBI:75055,,CHEBI:148937
X-Gal,CHEBI:75055,,CHEBI:148937
pigmented,CHEBI:26130,,CHEBI:26130
pigmented,CHEBI:26130,,CHEBI:26130
pigmented,CHEBI:26130,,CHEBI:26130
pigmented,CHEBI:26130,,CHEBI:26130
5-carboxytetramethylrhodamine,CHEBI:51657,CHEBI:51657,CHEBI:51657
TAMRA,CHEBI:51657,,CHEBI:51657
lipopolysaccharide,CHEBI:16412,CHEBI:16412,CHEBI:16412
LPS,CHEBI:16412,,CHEBI:136358
LPS,CHEBI:16412,,CHEBI:136358
LPS,CHEBI:16412,,CHEBI:136358
LPS,CHEBI:16412,,CHEBI:136358
LPS,CHEBI:16412,,CHEBI:136358
LPS,CHEBI:16412,,CHEBI:136358
LPS,CHEBI:16412,,CHEBI:136358
LPS,CHEBI:16412,,CHEBI:136358
LPS,CHEBI:16412,,CHEBI:136358
LPS,CHEBI:16412,,CHEBI:136358
phosphatidylserine,CHEBI:18303,,CHEBI:75096
neomycin,CHEBI:7507,CHEBI:7507,CHEBI:7507
surfactant,CHEBI:35195,CHEBI:35195,CHEBI:35195
surfactant,CHEBI:35195,CHEBI:35195,CHEBI:35195
pigmented,CHEBI:26130,,CHEBI:26130
phosphatidylserine,CHEBI:18303,,CHEBI:75096
phosphatidylserine,CHEBI:18303,,CHEBI:75096
LPS,CHEBI:16412,,CHEBI:136358
effector,CHEBI:35224,CHEBI:35224,CHEBI:35224
phosphatidylserine,CHEBI:18303,,CHEBI:75096
molecules,CHEBI:36357,,CHEBI:76741
phosphatidylserine,CHEBI:18303,,CHEBI:75096
phosphatidylserine,CHEBI:18303,,CHEBI:75096
phosphatidylserine,CHEBI:18303,,CHEBI:75096
phosphatidylserine,CHEBI:18303,,CHEBI:75096
neomycin,CHEBI:7507,CHEBI:7507,CHEBI:7507
G418,CHEBI:42768,,CHEBI:172916
G418,CHEBI:42768,,CHEBI:172916
agarose,CHEBI:2511,CHEBI:2511,CHEBI:2511
nylon,CHEBI:25614,,CHEBI:25614
reagent,CHEBI:33893,CHEBI:33893,CHEBI:33893
nylon,CHEBI:25614,,CHEBI:25614
Nonidet P-40,CHEBI:78708,,
sodium deoxycholate,CHEBI:9177,CHEBI:9177,CHEBI:9177
SDS,CHEBI:8984,,CHEBI:8984
cocktail,CHEBI:60004,,
SDS,CHEBI:8984,,CHEBI:8984
PVDF,CHEBI:53250,,
fixative,CHEBI:50913,CHEBI:50913,CHEBI:50913
formalin,CHEBI:16842,,CHEBI:16842
alcohol,CHEBI:30879,CHEBI:30879,CHEBI:30879
hematoxylin,CHEBI:51686,,CHEBI:51686
H,CHEBI:51686,,
chromogens,CHEBI:75050,,CHEBI:75050
hematoxylin,CHEBI:51686,,CHEBI:51686
CO2,CHEBI:16526,,CHEBI:141770
TAMRA,CHEBI:51657,,CHEBI:51657
staurosporine,CHEBI:15738,CHEBI:15738,CHEBI:15738
PS,CHEBI:18303,,CHEBI:51209
FITC,CHEBI:37926,,CHEBI:37918
propidium iodide,CHEBI:51240,CHEBI:51240,CHEBI:51240
CO2,CHEBI:16526,,CHEBI:141770
Alexa 488,CHEBI:52661,,CHEBI:52953
LPS,CHEBI:16412,,CHEBI:136358
LPS,CHEBI:16412,,CHEBI:136358
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
phosphatidylserine,CHEBI:18303,,CHEBI:75096
neomycin,CHEBI:7507,CHEBI:7507,CHEBI:7507
neomycin,CHEBI:7507,CHEBI:7507,CHEBI:7507
H,CHEBI:51686,,
glycogen,CHEBI:24384,CHEBI:28087,CHEBI:28087
H,CHEBI:51686,,
pigmented,CHEBI:26130,,CHEBI:26130
pigment,CHEBI:26130,,CHEBI:26130
TAMRA,CHEBI:51657,,CHEBI:51657
staurosporine,CHEBI:15738,CHEBI:15738,CHEBI:15738
staurosporine,CHEBI:15738,CHEBI:15738,CHEBI:15738
lipopolysaccharide,CHEBI:16412,CHEBI:16412,CHEBI:16412
LPS,CHEBI:16412,,CHEBI:136358
LPS,CHEBI:16412,,CHEBI:136358
LPS,CHEBI:16412,,CHEBI:136358
LPS,CHEBI:16412,,CHEBI:136358
signaling molecules,CHEBI:62488,,CHEBI:62488
molecules,CHEBI:36357,,CHEBI:76741
histone,CHEBI:15358,CHEBI:15358,CHEBI:15358
proteoglycans,CHEBI:37396,,CHEBI:37396
proteoglycans,CHEBI:37396,,CHEBI:37396
reagents,CHEBI:33893,,CHEBI:67126
molecule,CHEBI:36357,CHEBI:25367,CHEBI:25367
CsCl,CHEBI:63039,,CHEBI:29366
sucrose,CHEBI:17992,CHEBI:17992,CHEBI:17992
Tris,CHEBI:9754,CHEBI:9754,CHEBI:27090
Fluorescein,CHEBI:31624,,CHEBI:72498
Tween-20,CHEBI:53424,,CHEBI:53424
phospho,CHEBI:32958,,CHEBI:138952
histone,CHEBI:15358,CHEBI:15358,CHEBI:15358
Cy3,CHEBI:37987,,CHEBI:37990
DAPI,CHEBI:51231,CHEBI:51231,CHEBI:51231
Cy3,CHEBI:37987,,CHEBI:37990
sucrose,CHEBI:17992,CHEBI:17992,CHEBI:17992
sucrose,CHEBI:17992,CHEBI:17992,CHEBI:17992
sucrose,CHEBI:17992,CHEBI:17992,CHEBI:17992
solutions,CHEBI:75958,,CHEBI:75958
Fast Green,CHEBI:82468,,CHEBI:88292
hematoxylin,CHEBI:51686,,CHEBI:51686
X-Gal,CHEBI:75055,,CHEBI:148937
water,CHEBI:15377,CHEBI:15377,CHEBI:15377
water,CHEBI:15377,CHEBI:15377,CHEBI:15377
mix,CHEBI:60004,,CHEBI:90855
hydrogen peroxide,CHEBI:16240,CHEBI:16240,CHEBI:16240
methanol,CHEBI:17790,CHEBI:17790,CHEBI:17790
Tween20,CHEBI:53424,,
Tween 20,CHEBI:53424,,CHEBI:53424
Biotin,CHEBI:15956,CHEBI:15956,CHEBI:52102
histone,CHEBI:15358,CHEBI:15358,CHEBI:15358
alizarin red,CHEBI:16866,,CHEBI:87358
reagents,CHEBI:33893,,CHEBI:67126
Pharmaceuticals,CHEBI:52217,,CHEBI:52217
molecule,CHEBI:36357,CHEBI:25367,CHEBI:25367
tracer,CHEBI:35204,CHEBI:35204,CHEBI:35204
DiI,CHEBI:52029,,CHEBI:60993
DiI,CHEBI:52029,,CHEBI:60993
DiI,CHEBI:52029,,CHEBI:60993
DiI,CHEBI:52029,,CHEBI:60993
DiI,CHEBI:52029,,CHEBI:60993
DiI,CHEBI:52029,,CHEBI:60993
DiI,CHEBI:52029,,CHEBI:60993
DiI,CHEBI:52029,,CHEBI:60993
DiI,CHEBI:52029,,CHEBI:60993
DiI,CHEBI:52029,,CHEBI:60993
DiI,CHEBI:52029,,CHEBI:60993
DiI,CHEBI:52029,,CHEBI:60993
molecules,CHEBI:36357,,CHEBI:76741
molecule,CHEBI:36357,CHEBI:25367,CHEBI:25367
molecule,CHEBI:36357,CHEBI:25367,CHEBI:25367
molecules,CHEBI:36357,,CHEBI:76741
cocktail,CHEBI:60004,,
cocktail,CHEBI:60004,,
CY3,CHEBI:37987,,CHEBI:37990
FITC,CHEBI:37926,,CHEBI:37918
TritonX-100,CHEBI:9750,,
fluorescein,CHEBI:31624,,CHEBI:72498
CY3,CHEBI:37987,,CHEBI:37990
DiI,CHEBI:52029,,CHEBI:60993
DiI,CHEBI:52029,,CHEBI:60993
"1,1′-dioctadecyl-3,3,3′,3′-tetramethylindocarbocyanine perchlorate",CHEBI:52029,,
DiI,CHEBI:52029,,CHEBI:60993
Tris,CHEBI:9754,CHEBI:9754,CHEBI:27090
acetic acid,CHEBI:15366,CHEBI:15366,CHEBI:15366
Pharmaceuticals,CHEBI:52217,,CHEBI:52217
CO2,CHEBI:16526,,CHEBI:141770
DiI,CHEBI:52029,,CHEBI:60993
dye,CHEBI:37958,CHEBI:37958,CHEBI:37958
DiI,CHEBI:52029,,CHEBI:60993
DiI,CHEBI:52029,,CHEBI:60993
DiI,CHEBI:52029,,CHEBI:60993
DiI,CHEBI:52029,,CHEBI:60993
antigen,CHEBI:59132,CHEBI:59132,CHEBI:59132
G418,CHEBI:42768,,CHEBI:172916
antigen,CHEBI:59132,CHEBI:59132,CHEBI:59132
cocktail,CHEBI:60004,,
